name,rating,rating_count,types,address,region_level_1,phone,website,weighted_score
Hwamok Sundaeguk,4.2,1239,[soondae_restaurant],"383 Yeouidaebang-ro, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-780-8191,,5203.8
Inamjang Euljiro Main,4.1,1266,"[seolleongtang_restaurant, korean_restaurant]","16 Samil-daero 12-gil, Jung District, Seoul, South Korea",Seoul,+82 2-2267-4081,,5190.6
육대장 본점,4.3,1205,[korean_restaurant],"783 Biryu-daero, Namchon-dong, Namdong-gu, Incheon, South Korea",Incheon,+82 32-435-7959,,5181.5
Made in Chicago Pizza,4.6,1126,"[pizza_restaurant, restaurant]","South Korea, Seoul, Jung District, Deoksugung-gil, 5 2층",Seoul,+82 2-755-6748,,5179.6
Villa Guerrero,4.4,1177,[mexican_restaurant],"South Korea, Seoul, Gangnam District, Bongeunsa-ro 78-gil, 12 101호",Seoul,+82 2-538-8915,https://instagram.com/vgtacos/,5178.8
Okeunnae 2 Dakgalbi,4.1,1263,[chicken_restaurant],"40-9 Hangangno 3(sam)-ga, Yongsan District, Seoul, South Korea",Seoul,+82 2-798-0131,https://xn--6i0bp5cm93a.com/,5178.3
공릉동닭한마리 본점,4.3,1204,"[chicken_restaurant, restaurant]","1020 Dongil-ro, Nowon-gu, Seoul, South Korea",Seoul,+82 2-972-7459,,5177.2
Garden Farm Café,4.9,1054,[western_restaurant],"South Korea, Incheon, Jung-gu, 공항문화로 127 인스파이어 몰 1F 가든팜 카페",Incheon,+82 32-580-9000,https://www.inspireresorts.com/ko/eat-and-drink/casual-dining/garden-farm-cafe,5164.6
McDonald's Seocho Baengbaeng,4.1,1259,[fast_food_restaurant],"305 Gangnam-daero, Seocho District, Seoul, South Korea",Seoul,+82 2-6227-4500,https://www.mcdonalds.co.kr/,5161.9
Myeongdong Pizza,4.3,1200,"[pizza_restaurant, italian_restaurant]","7-1 Chungmuro 2(i)-ga, Jung District, Seoul, South Korea",Seoul,+82 2-777-8979,https://www.instagram.com/myeongdongpizza/,5160
Jeju Korea black pork BBQ Nammaene Seogwipo Maeil Olle Market,4.8,1074,"[barbecue_restaurant, black_pork]","24-1 Jungjeong-ro 61beon-gil, Seogwi-dong, 특별자치도, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-762-7600,http://app.catchtable.co.kr/ct/shop/nammeanea_seoguipo,5155.2
Outback Steakhouse Dogok Branch,4.1,1254,"[steak_house, family_restaurant]","1층, 서울 강남구 남부순환로, 2909 여천빌딩 지하, Daechi-dong, Gangnam District, Seoul, South Korea",Seoul,,https://www.outback.co.kr/,5141.4
Ilmijip,4.2,1218,"[gamjatang_restaurant, korean_restaurant]","1-1 Huam-ro, Huam-dong, Yongsan District, Seoul, South Korea",Seoul,+82 2-776-0670,,5115.6
OUTBACK STEAKHOUSE Sinchon,4.1,1243,"[steak_house, family_restaurant]","아웃백 스테이크 전문점, 33 Yonsei-ro 12-gil, Changcheon-dong, Seodaemun-gu, Seoul, South Korea",Seoul,+82 2-3147-1871,https://www.outback.co.kr/,5096.3
망향비빔국수 강서점,4.1,1241,[noodle_shop],"263-8 Yeomchang-dong, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-2659-6599,http://www.manghyang.com/main,5088.1
Sogeumbachi Sooninae,4.4,1154,[seafood_restaurant],"42-5 Jongdal-ri, Gujwa-eup, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-784-1230,,5077.6
Oreno Ramen Insa,4.7,1080,[ramen_restaurant],"49-4 율곡로 Jongno District, Seoul, South Korea",Seoul,+82 2-722-3539,https://www.instagram.com/orenoramen/,5076
파이프그라운드 한남,4.7,1078,"[pizza_restaurant, italian_restaurant]","66 Hannam-daero 27-gil, Yongsan District, Seoul, South Korea",Seoul,,https://www.instagram.com/pipeground_hannam,5066.6
McDonald's Choryang DT,4.1,1235,[fast_food_restaurant],"228 Jungang-daero, Dong-gu, Busan, South Korea",Busan,+82 51-961-5700,,5063.5
Gusto Taco,4.4,1148,"[mexican_restaurant, western_restaurant]","41 Wausan-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-338-8226,http://www.gustotaco.com/,5051.2
"Outback Steakhouse, Central City",4.3,1171,"[steak_house, family_restaurant]","센트럴 호남선 하차장 앞, 서울 서초구 신반포로, 176 센트럴시티빌딩 중2층, Banpo-dong, Seocho District, Seoul, South Korea",Seoul,+82 2-592-2771,https://www.outback.co.kr/,5035.3
설농가 본점,4.1,1226,[restaurant],"1145-9 Guwol-dong, Namdong-gu, Incheon, South Korea",Incheon,+82 32-446-2121,,5026.6
Wolhwa Sikdang,4.8,1046,[korean_barbecue_restaurant],"２９ Dohwa-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-701-7592,https://www.xn--ok1b941a82cr7u.com/,5020.8
Jindong Sashimi House,4.2,1195,[japanese_restaurant],"South Korea, Seoul, Seocho District, Gangnam-daero 91-gil, 18 36-32",Seoul,+82 2-544-2179,,5019
Samihun,4.2,1194,[korean_beef_restaurant],"19 Seomyeonmunhwa-ro, Busanjin District, Busan, South Korea",Busan,+82 51-819-6677,http://www.samihun.com/,5014.8
고른햇살,4.5,1114,[restaurant],"27 Gaeunsa-gil, Anam-dong 5(o)-ga, Seongbuk District, Seoul, South Korea",Seoul,+82 2-953-3394,,5013
Hapcheon Gukbap House,4.2,1193,[korean_restaurant],"235 Yongho-ro, Nam-gu, Busan, South Korea",Busan,+82 51-628-4898,,5010.6
OUTBACK STEAKHOUSE Dongnae,4.3,1165,"[steak_house, family_restaurant]","South Korea, Busan, Dongnae-gu, Oncheonjang-ro, 20 신화타워아파트 3층",Busan,+82 51-558-5041,https://www.outback.co.kr/,5009.5
내고향강원도,4.1,1217,[sashimi_restaurant],"South Korea, Incheon, Jung-gu, Yeonanbudu-ro 75beon-gil, 27 2 맞은편 내고향강원도 ""네비게이션에 내고향강원도 검색",Incheon,+82 32-883-4543,,4989.7
Shake Shack Yongsan I'Park Mall,4.2,1186,[hamburger_restaurant],"55 Hangang-daero 23-gil, Yongsan District, Seoul, South Korea",Seoul,+82 2-2012-3802,http://shakeshack.kr/,4981.2
Brooklyn the Burger Joint Samseong,4.3,1158,[hamburger_restaurant],"10 Bongeunsa-ro 84-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-555-7180,,4979.4
Gom Ba Wie,4.1,1211,"[korean_barbecue_restaurant, gopchang_restaurant]","10 Yeongdong-daero 115-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-511-0068,http://www.instagram.com/gombawie,4965.1
Changseong-Og,4.1,1211,[hangover_soup_restaurant],"25-16 Yongmun-dong, Yongsan District, Seoul, South Korea",Seoul,+82 2-718-2878,https://news.v.daum.net/v/20201117050746674,4965.1
봉산옥 서초동본점,4.3,1153,[korean_restaurant],"5-6 Banpo-daero 8-gil, Seocho District, Seoul, South Korea",Seoul,+82 2-525-2282,,4957.9
Nanumi Tteokbokki,4.1,1203,"[tteokbokki_restaurant, korean_restaurant]","9-1 Seonggyungwan-ro, Jongno District, Seoul, South Korea",Seoul,+82 2-747-0881,,4932.3
헤비스테이크 여의도점,4.8,1027,[steak_house],"11 Gukhoe-daero 72-gil, Yeouido-dong, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-3775-3309,https://instagram.com/heavysteak_official%3Futm_source%3Dig_profile_share%26igshid%3D11m66pbh7ryaa,4929.6
Plant Cafe Seoul (Itaewon),4.6,1071,[vegan_restaurant],"117 Bogwang-ro, Yongsan District, Seoul, South Korea",Seoul,+82 2-749-1981,https://www.plantcafeseoul.com/,4926.6
McDonald's,4.1,1201,[fast_food_restaurant],"546 Yangcheon-ro, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-6091-6800,http://www.mcdonalds.co.kr/,4924.1
LOCOS BBQ,4.4,1119,"[barbecue_restaurant, family_restaurant, restaurant, western_restaurant]","83 Hoenamu-ro, Yongsan District, Seoul, South Korea",Seoul,+82 2-794-3234,https://m.place.naver.com/restaurant/35678401/home,4923.6
신사 모소리,4.8,1025,"[barbecue_restaurant, restaurant]","24 Dosan-daero 1-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-3447-0542,https://map.naver.com/p/entry/place/1224469606%3Flng%3D127.0201102%26lat%3D37.5181922%26placePath%3D%252Fhome%26entry%3Dplt,4920
EID Halal Korean Food,4.5,1093,[halal_restaurant],"15 Usadan-ro 10-gil, Yongsan District, Seoul, South Korea",Seoul,+82 70-8899-8210,https://m.facebook.com/eid.halal.korean.food/,4918.5
버거킹 부산서부터미널점,4.2,1170,[fast_food_restaurant],"201 Sasang-ro, Sasang-gu, Busan, South Korea",Busan,+82 51-311-9713,http://www.burgerking.co.kr/,4914
Isaac Toast & Coffee Myeongdong,4.1,1198,"[toast_restaurant, breakfast_restaurant, restaurant]","105 Toegye-ro, Jung District, Seoul, South Korea",Seoul,+82 2-752-3002,https://www.isaac-toast.co.kr/,4911.8
Bugakjeong,4.1,1198,[korean_restaurant],"6 Pyeongchang 36-gil, Pyeongchang-dong, Jongno District, Seoul, South Korea",Seoul,+82 2-394-2340,https://esang2340.modoo.at/,4911.8
산지해장국,4.4,1116,[restaurant],"1319-121 Geonip-dong, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-723-4978,,4910.4
The Original Pancake House Garosugil,4.2,1161,[pancake_house],"41 Gangnam-daero 162-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-511-7481,http://www.originalpancakehouse.co.kr/,4876.2
Brooklyn The Burger Joint Seorae Main,4.3,1133,"[hamburger_restaurant, fast_food_restaurant]","South Korea, Seoul, Seocho District, Seorae-ro 2-gil, 27 1층",Seoul,+82 2-533-7180,,4871.9
Gasan Galbi & Baeknyeon Bulgogi,4.1,1186,[restaurant],"South Korea, Seoul, Geumcheon District, Gasan digital 1-ro, 128 109호",Seoul,+82 10-9581-8981,https://gasanmulgalbi.modoo.at/,4862.6
Seongmi Garden,4.1,1186,[korean_restaurant],"532 Gyorae-ri, Jocheon-eup, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-783-7092,,4862.6
땅코참숯구이,4.4,1104,"[korean_barbecue_restaurant, bar]","26 Haengdang-ro 17-gil, Seongdong-gu, Seoul, South Korea",Seoul,+82 2-2281-6908,,4857.6
옹기꽃게장,4.3,1129,[crab_dish_restaurant],"31 Dorimbuk-ro 16beon-gil, Dorim-dong, Namdong-gu, Incheon, South Korea",Incheon,+82 32-446-8014,,4854.7
Fortune Restaurant,4.2,1154,"[russian_restaurant, asian_restaurant, european_restaurant, uzbek_restaurant]","154 Mareunnae-ro, Jung District, Seoul, South Korea",Seoul,+82 10-8380-2723,http://www.restaurant-fortune.com/,4846.8
Keunkiwajip,4.1,1182,"[korean_traditional_full_course_meal_restaurant, korean_restaurant]","20-7 Bukchon-ro, Jongno District, Seoul, South Korea",Seoul,+82 2-722-9024,https://blog.naver.com/keunkiwajip_0501,4846.2
Pizza plz,4.7,1031,[pizza_restaurant],"152-9 부평5동 Bupyeong District, Incheon, South Korea",Incheon,+82 50-71367-6612,https://www.instagram.com/pizzaplz_1,4845.7
깡통만두 (Kkangtong Mandu),4.2,1153,[dumpling_restaurant],"5-6 Bukchon-ro 2-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-794-4243,,4842.6
Hannam Bugeotguk,4.1,1181,[korean_restaurant],"65-7 Dokseodang-ro, Hannam-dong, Yongsan District, Seoul, South Korea",Seoul,+82 2-2297-1988,,4842.1
Jeongdon Gangnam Branch,4.5,1076,[tonkatsu_restaurant],"19-1 Gangnam-daero 110-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-563-0924,,4842
일일향 압구정1호점,4.1,1180,[chinese_restaurant],"25 Nonhyeon-ro 168-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-545-6154,http://www.yilyilhyang.com/,4838
The Baker's Table,4.1,1180,"[brunch_restaurant, bakery, breakfast_restaurant, lunch_restaurant, restaurant, sandwich_shop]","244-1 Noksapyeong-daero, Yongsan District, Seoul, South Korea",Seoul,+82 70-7717-3501,http://www.thebakerstable.co.kr/,4838
Dotgogi 506,4.2,1151,[korean_barbecue_restaurant],"South Korea, 지하1층 145 KR 서울특별시 강남구 테헤란로",Seoul,+82 2-6933-9506,https://www.instagram.com/dot506_%3Figsh%3DcGZmYmkwMTdlZm16,4834.2
밀양가산돼지국밥 범일점,4.1,1179,[pork_rice_soup_restaurant],"45 Jaseong-ro 133beon-gil, Dong-gu, Busan, South Korea",Busan,+82 51-632-0409,,4833.9
McDonald's,4.1,1178,[fast_food_restaurant],"38 Jungmungwangwang-ro, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-900-3100,http://www.mcdonalds.co.kr/,4829.8
Brick Oven New York Pizza,4.1,1176,[pizza_restaurant],"31 Gangnam-daero 102-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-508-1325,http://www.facebook.com/BrickOvenPizzaSeoul,4821.6
DOOKUPSAM(DKS) Gangnam,4.3,1119,[korean_barbecue_restaurant],"44 Seocho-daero 78-gil, Seocho District, Seoul, South Korea",Seoul,+82 2-585-3592,http://www.dookupsam.com/,4811.7
Hamdeok Mungae Hangari Jocheon Main Branch,4.2,1139,[seafood_restaurant],"217-1 Johamhaean-ro, Jocheon-eup, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 70-4224-4775,,4783.8
Wolraesun Gyojagwan,4.2,1138,[chinese_restaurant],"13 Digital-ro 19-gil, Guro District, Seoul, South Korea",Seoul,+82 2-855-8488,,4779.6
Kyodaiya,4.3,1111,[udon_noodle_shop],"South Korea, Seoul, Mapo-gu, Seongji-gil, 39 1층",Seoul,+82 2-2654-2645,,4777.3
24-hour Bone Gamjatang,4.2,1136,[gamjatang_restaurant],"73 Daesagwan-ro, Hannam-dong, Yongsan District, Seoul, South Korea",Seoul,+82 2-790-8309,,4771.2
Bbandak Bbandak Myeongdong Branch,4.7,1015,[restaurant],"South Korea, Seoul, Jung District, Myeongdong 4-gil, 46 2층",Seoul,+82 2-6953-0012,https://map.naver.com/p/search/%25EB%25B9%25A4%25EB%258B%25AD%25EB%25B9%25A4%25EB%258B%25AD/place/1900947969%3FplacePath%3D%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue%26searchType%3Dplace,4770.5
"Nagahama Mangetsu, Korea Head Store",4.3,1109,[ramen_restaurant],"57 Udong 1-ro, Haeundae-gu, Busan, South Korea",Busan,+82 51-731-0886,http://www.instagram.com/mangetsu_kor,4768.7
즉석 우동짜장,4.6,1035,[udon_noodle_shop],"4216 Singil-dong, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-833-3284,,4761
HahaHoho Udo,4.3,1100,"[hamburger_restaurant, restaurant]","532 Udohaean-gil, 우도면 Jeju-si, Jeju-do, South Korea",Jeju-do,+82 10-2899-1365,http://www.instagram.com/hahahohocafe,4730
Sukseongdo Jungmun Branch,4.4,1074,[barbecue_restaurant],"1101 Iljuseo-ro, 특별자치도, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-739-5213,,4725.6
La Grilla,4.1,1150,[italian_restaurant],"2620 Nambusunhwan-ro, Seocho District, Seoul, South Korea",Seoul,+82 2-553-9192,http://dining.spc.co.kr/lagrillia.do,4715
황평집,4.2,1122,[restaurant],"74 Mareunnae-ro, Jung District, Seoul, South Korea",Seoul,+82 2-2266-6875,,4712.4
종로할머니칼국수 종로본점,4.1,1148,[kalguksu_restaurant],"14-2 Donhwamun-ro 11da-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-744-9548,https://www.diningcode.com/profile.php%3Frid%3DYqwYFDrqeKtx,4706.8
호포 갈비 (문현점),4.2,1120,[korean_beef_restaurant],"359 Uam-ro, Nam-gu, Busan, South Korea",Busan,+82 51-639-9200,http://www.okgoodfood.com/,4704
Hamcho Ganjang Gejang,4.4,1069,"[crab_dish_restaurant, seafood_store]","27 Myeongdong 8ga-gil, Jung District, Seoul, South Korea",Seoul,+82 2-318-1624,,4703.6
맥도날드 부산황령DT점,4.1,1147,[fast_food_restaurant],"374 Hwangnyeong-daero, Nam-gu, Busan, South Korea",Busan,+82 51-911-4700,http://www.mcdonalds.co.kr/,4702.7
Oegojip Seolleongtang,4.2,1118,[korean_restaurant],"555 Samseong-ro, Gangnam District, Seoul, South Korea",Seoul,+82 2-567-5225,https://oegojip.modoo.at/,4695.6
Pildong Hambak,4.2,1118,[steak_house],"7-1 Pildong-ro, Jung District, Seoul, South Korea",Seoul,+82 2-6428-2204,http://www.instagram.com/iljungkitchen,4695.6
Song Chef,4.2,1113,[chinese_restaurant],"40 Dosan-daero 1-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-546-1178,,4674.6
무지락설렁탕,4.3,1087,[seolleongtang_restaurant],"14 Nonhyeongojan-ro 184beon-gil, Namdong-gu, Incheon, South Korea",Incheon,+82 32-422-9295,,4674.1
Yongyang Pork Feet Sundaeguk,4.4,1061,"[pigs_totters_restaurant, korean_restaurant]","98-154 Hwagokbon-dong, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-2699-7914,,4668.4
제일콩집,4.1,1138,[tofu_restaurant],"37-8 Dongil-ro 174-gil, Nowon-gu, Seoul, South Korea",Seoul,+82 2-972-7016,,4665.8
스시미르네 본점,4.1,1137,[sushi_restaurant],"South Korea, Busan, Haeundae-gu, Sesil-ro, 75 1층 100호",Busan,,,4661.7
골막식당,4.2,1108,[restaurant],"12 Cheonsu-ro, 특별자치도 Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-753-6949,https://instagram.com/golmak_jeju,4653.6
권오길손국수 본점,4.2,1106,[noodle_shop],"789 Geomdan-ro, Seo-gu, Incheon, South Korea",Incheon,+82 32-564-7541,http://www.kwonsnoodle.co.kr/,4645.2
Lawry's The Prime Rib,4.2,1105,"[western_restaurant, restaurant, steak_house]","South Korea, Seoul, Seocho District, Seocho-daero, 411, GT Tower, 3층",Seoul,+82 2-590-2800,https://www.lawrys.kr/,4641
바릇식당,4.3,1076,[korean_restaurant],"61 Munoseong-gil, Gijang-gun, Busan, South Korea",Busan,+82 70-8845-7277,,4626.8
Hannam Oriental Roast Chicken,4.3,1074,[chicken_restaurant],"12 Daesagwan-ro 34-gil, Yongsan District, Seoul, South Korea",Seoul,+82 2-797-8677,http://instagram.com/hannamdonghanbangchicken,4618.2
Okeunnae Dakgalbi,4.2,1099,[chicken_rib_restaurant],"15 Ichon-ro 29-gil, Yongsan District, Seoul, South Korea",Seoul,+82 2-797-0131,http://www.xn--6i0bp5cm93a.com/,4615.8
Jinheunggak,4.1,1124,[chinese_restaurant],"20 Sinpo-ro 23beon-gil, Jung-gu, Incheon, South Korea",Incheon,+82 32-772-3058,,4608.4
Gurkha Indian Restaurant,4.3,1071,"[indian_restaurant, halal_restaurant, vegetarian_restaurant]","16-1 Myeongdong 10-gil, Jung District, Seoul, South Korea",Seoul,+82 2-775-8860,http://gurkhafood.modoo.at/,4605.3
Golmok Tteokbokki,4.2,1094,[tteokbokki_restaurant],"33 Munjeong-ro 1-gil, Songpa District, Seoul, South Korea",Seoul,+82 2-3402-3452,,4594.8
Halmae Jaecheopguk,4.2,1093,[korean_restaurant],"308 Samseong-ro, Gangnam District, Seoul, South Korea",Seoul,+82 2-501-6667,,4590.6
금메달추어탕,4.1,1117,[restaurant],"28 Yeollakgol-ro, Namdong-gu, Incheon, South Korea",Incheon,+82 32-465-6703,,4579.7
Cha Ae Jeon Halmae Kalguksu,4.1,1116,"[noodle_shop, korean_restaurant]","70 Gwajeong-ro 191beonga-gil, Yeonje-gu, Busan, South Korea",Busan,+82 51-751-9639,,4575.6
진천토종순대,4.2,1086,[korean_restaurant],"37 Sinjinmal-ro, Seo-gu, Incheon, South Korea",Incheon,+82 32-574-0798,,4561.2
홍성방,4.2,1086,[restaurant],"76 Hamohanggu-ro, Daejeong-eup, Seogwipo-si, Jeju-do, South Korea",Jeju-do,+82 64-794-9555,,4561.2
3일한우국밥,4.2,1085,[korean_restaurant],"68-5 Yeongdeungpo-dong 4(sa)-ga, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-2678-0117,,4557
Travel Maker,4.2,1085,"[american_restaurant, breakfast_restaurant, brunch_restaurant]","South Korea, Seoul, Mapo-gu, Yanghwa-ro 21-gil, 43 2층",Seoul,+82 2-338-1545,,4557
Ttungbo Ajeossi / Fat Uncle / Galchi / Hairtail Fish,4.4,1034,[korean_restaurant],"3651 Jungsanganseo-ro, Hangyeong-myeon, Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-772-1112,,4549.6
맛찬들왕소금구이 발산역점,4.2,1080,[korean_barbecue_restaurant],"375-7 Gangseo-ro, Gangseo-gu, Seoul, South Korea",Seoul,+82 2-3661-5026,http://mcdbs.modoo.at/,4536
맥도날드 부산영도DT점,4.2,1078,[fast_food_restaurant],"150 Taejong-ro, Yeongdo-gu, Busan, South Korea",Busan,+82 51-969-4500,http://mcdonalds.co.kr/,4527.6
사모님짬뽕,4.1,1104,[chinese_restaurant],"South Korea, Seoul, Gangseo-gu, Geumnanghwa-ro 18-gil, 10 1층",Seoul,+82 2-2663-3397,,4526.4
Nongmin Baekam Sundae,4.5,1003,[soondae_restaurant],"33 Namdaemun-ro 1-gil, Jung District, Seoul, South Korea",Seoul,+82 2-755-5232,,4513.5
McDonald's,4.1,1098,[fast_food_restaurant],"407 Dosan-daero, Gangnam District, Seoul, South Korea",Seoul,+82 2-6207-1800,http://www.mcdonalds.co.kr/,4501.8
Yaksu Soondaeguk,4.1,1095,[soondae_restaurant],"14 Dongho-ro 7-gil, Jung District, Seoul, South Korea",Seoul,+82 2-2236-5926,,4489.5
Tamna Doyaji,4.3,1044,"[meat_restaurant, korean_restaurant]","82 Seocho-daero 50-gil, Seocho District, Seoul, South Korea",Seoul,+82 2-521-3337,,4489.2
Musuok,4.1,1093,"[seolleongtang_restaurant, meat_restaurant]","15 Dobong-ro 165-gil, Dobong-gu, Seoul, South Korea",Seoul,+82 2-954-6292,https://binaural.tistory.com/107,4481.3
장모님해장국,4.1,1091,[korean_restaurant],"253-1 Gugi-dong, Jongno District, Seoul, South Korea",Seoul,+82 2-379-4294,,4473.1
La Grillia,4.1,1090,[italian_restaurant],"South Korea, Seoul, Gangnam District, Gangnam-daero, 352, SPC Square, 3층",Seoul,+82 2-567-9192,http://dining.spc.co.kr/,4469
STAGE28,4.1,1090,[restaurant],"105 Arisu-ro 61-gil, 고덕제1동 Gangdong-gu, Seoul, South Korea",Seoul,+82 2-3426-1928,http://www.stage28.co.kr/,4469
Bas Burger Yeoksam Branch,4.3,1039,"[hamburger_restaurant, fast_food_restaurant]","South Korea, Seoul, Gangnam District, Teheran-ro 26-gil, 10 지하 1층",Seoul,+82 2-568-6654,https://www.instagram.com/basburger_/,4467.7
"Kanda Soba, Busan Seomyeon",4.3,1039,"[soba_noodle_shop, japanese_restaurant]","105 Dongcheon-ro, Busanjin District, Busan, South Korea",Busan,+82 51-809-1662,,4467.7
seohaean-jogae-gwangjang,4.2,1061,[grilled_clams_restaurant],"65 Masiran-ro, Jung-gu, Incheon, South Korea",Incheon,+82 50-71323-5027,,4456.2
Mongjungheon,4.3,1036,"[chinese_restaurant, dim_sum_restaurant]","10 Wiryeseong-daero, Songpa District, Seoul, South Korea",Seoul,+82 2-2202-8004,http://www.mongjungheon.co.kr/,4454.8
McDonald's,4.2,1059,[fast_food_restaurant],"1612 Dongil-ro, Nowon-gu, Seoul, South Korea",Seoul,+82 2-6221-6500,http://www.mcdonalds.co.kr/,4447.8
Lamb Land,4.4,1010,"[mutton_barbecue_restaurant, korean_restaurant]","255 Tojeong-ro, Mapo-gu, Seoul, South Korea",Seoul,+82 2-704-0223,http://www.lambland.kr/,4444
삼거리먼지막순대국,4.3,1030,[soondae_restaurant],"11 Siheung-daero 185-gil, Yeongdeungpo District, Seoul, South Korea",Seoul,+82 2-848-2469,,4429
곤드레밥집,4.2,1054,[korean_restaurant],"1148-1 Guwol-dong, Namdong-gu, Incheon, South Korea",Incheon,+82 32-427-2522,http://sakes.ga/gkorerrs-en,4426.8
Hwanggeum Kongbat,4.3,1029,[tofu_restaurant],"9 Mapo-daero 16-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-313-2952,,4424.7
Gaksi Bossam,4.2,1052,"[meat_restaurant, restaurant]","25 Seongji-gil, Mapo-gu, Seoul, South Korea",Seoul,+82 2-333-8786,,4418.4
The Halal Guys,4.2,1049,[restaurant],"187 Itaewon-ro, Yongsan District, Seoul, South Korea",Seoul,+82 2-794-8308,http://thehalalguys.co.kr/,4405.8
바다속고등어쌈밥,4.1,1074,"[restaurant, fish_restaurant]","South Korea, Jeju-do, Jeju-si, 특별자치도, Aewol-eup, Hagwi 1(il)-ri, KR",Jeju-do,+82 64-745-6466,,4403.4
Ahyeon-dong Ganjang Gejang,4.2,1042,[crab_dish_restaurant],"South Korea, Seoul, Mapo-gu, Gullebang-ro, 13 새한빌딩 건물 뒷편에 위치 본죽아현점 옆",Seoul,+82 2-312-7530,https://www.instagram.com/ah_gejang,4376.4
VIPS Cheiljedang Center,4.1,1064,[family_restaurant],"292 Ssangnim-dong, Jung District, Seoul, South Korea",Seoul,+82 2-6740-7997,http://www.ivips.co.kr/,4362.4
Osegye Hyang,4.3,1007,"[vegan_restaurant, restaurant]","14-5 Insadong 12-gil, Jongno District, Seoul, South Korea",Seoul,+82 2-735-7171,http://www.go5.co.kr/,4330.1
우리돼지국밥,4.1,1055,[restaurant],"27-1 Choryang-ro, Dong-gu, Busan, South Korea",Busan,+82 51-468-5623,,4325.5
진시황뼈다귀감자탕,4.1,1054,[korean_restaurant],"South Korea, Incheon, Yeonsu-gu, 연수2동 Cheongneung-daero 113beon-gil, 37 1층",Incheon,+82 32-822-3847,,4321.4
"Outback Steakhouse, Incheon",4.2,1028,"[steak_house, family_restaurant]","2층, Honestar Mall, 157 Songdogukje-daero, Songdo-dong, Yeonsu-gu, Incheon, South Korea",Incheon,+82 32-821-9951,https://www.outback.co.kr/,4317.6
양천뼈다귀,4.2,1026,[korean_restaurant],"258 Mokdongdong-ro, Yangcheon District, Seoul, South Korea",Seoul,+82 2-2642-4334,,4309.2
Childonga,4.2,1026,[korean_barbecue_restaurant],"1 Seocheon-gil, 용담2동 Jeju-si, Jeju-do, South Korea",Jeju-do,+82 64-727-9092,http://www.xn--o39ao1ms5x.com/main,4309.2
Hongmyeong,4.2,1025,[chinese_restaurant],"10 Nonhyeon-ro 131-gil, Gangnam District, Seoul, South Korea",Seoul,+82 2-544-5518,,4305
Deungnamu Jib,4.1,1050,[restaurant],"52 Daerim-ro, Dongjak District, Seoul, South Korea",Seoul,+82 2-843-8989,,4305
Dan Bak King Tonkatsu,4.1,1047,[tonkatsu_restaurant],"11-29 Munbae-dong, Yongsan District, Seoul, South Korea",Seoul,+82 2-718-1419,https://www.instagram.com/danbak_/,4292.7
스시로로,4.2,1021,[sushi_restaurant],"1006-6 Sadang-dong, Dongjak District, Seoul, South Korea",Seoul,+82 2-585-1015,http://blog.naver.com/mot202202,4288.2
Seolmajung,4.1,1045,[korean_rib_restaurant],"2648 Nambusunhwan-ro, Seocho District, Seoul, South Korea",Seoul,+82 2-3462-8888,http://www.smj8.kr/,4284.5
Inamjang Samseong Branch,4.2,1018,[korean_restaurant],"165-12 삼성1동 Gangnam District, Seoul, South Korea",Seoul,+82 2-569-8726,https://blog.naver.com/izzyoh/222541833765,4275.6
락희옥 마포본점,4.1,1041,[korean_restaurant],"South Korea, Seoul, Mapo-gu, 공덕 Baekbeom-ro, 170 더샵아파트 101동 1층 1호",Seoul,+82 2-719-9797,https://www.instagram.com/lakheeoak/,4268.1
